request_id,source_location_id,destination_location_id,category,urgency,time_submitted,deadline,status,required_resource_type,description
177,30,25,SUSPICIOUS_ACTIVITY,4,2026-08-05T23:41:00Z,2026-08-06T00:06:00Z,PENDING,PATROL_OFFICER,Suspicious activity request.
178,4,44,ACCESS_CONTROL,2,2026-08-06T08:33:00Z,2026-08-06T12:04:00Z,IN_PROGRESS,PATROL_OFFICER,Access control request.
179,30,25,ROAD_OBSTRUCTION,2,2026-08-05T05:46:00Z,2026-08-05T08:02:00Z,PENDING,PATROL_VEHICLE,Road obstruction request.
180,3,27,THEFT_REPORT,3,2026-08-02T16:12:00Z,2026-08-02T17:10:00Z,CANCELLED,INVESTIGATION_TEAM,Theft report request.
181,3,19,SECURITY_ESCORT,3,2026-08-03T17:17:00Z,2026-08-03T18:58:00Z,PENDING,PATROL_OFFICER,Security escort request.
182,44,26,ROAD_OBSTRUCTION,3,2026-08-06T11:22:00Z,2026-08-06T12:10:00Z,COMPLETED,PATROL_VEHICLE,Road obstruction request.
183,44,29,CCTV_FAULT,2,2026-08-04T17:22:00Z,2026-08-04T19:39:00Z,PENDING,CCTV_TECHNICIAN,CCTV fault request.
184,30,18,WELFARE_CHECK,3,2026-08-06T04:57:00Z,2026-08-06T06:17:00Z,PENDING,PATROL_OFFICER,Welfare check request.
185,4,39,ACCESS_CONTROL,2,2026-08-05T18:57:00Z,2026-08-06T00:55:00Z,ASSIGNED,PATROL_OFFICER,Access control request.
186,4,39,SECURITY_ESCORT,3,2026-08-01T21:10:00Z,2026-08-01T22:09:00Z,COMPLETED,PATROL_OFFICER,Security escort request.
187,4,15,SUSPICIOUS_ACTIVITY,5,2026-08-02T17:25:00Z,2026-08-02T17:34:00Z,IN_PROGRESS,PATROL_OFFICER,Suspicious activity request.
188,1,31,SECURITY_ESCORT,3,2026-08-04T06:24:00Z,2026-08-04T07:29:00Z,ASSIGNED,PATROL_OFFICER,Security escort request.
189,3,24,NIGHT_PATROL_REQUEST,3,2026-08-06T14:32:00Z,2026-08-06T16:14:00Z,ASSIGNED,MOTORCYCLE_PATROL,Night patrol request.
190,4,23,ROAD_OBSTRUCTION,4,2026-08-06T18:40:00Z,2026-08-06T19:12:00Z,PENDING,PATROL_VEHICLE,Road obstruction request.
191,3,39,ACCESS_CONTROL,2,2026-08-02T01:02:00Z,2026-08-02T04:50:00Z,COMPLETED,PATROL_OFFICER,Access control request.
192,44,24,NIGHT_PATROL_REQUEST,2,2026-08-05T01:55:00Z,2026-08-05T06:32:00Z,PENDING,MOTORCYCLE_PATROL,Night patrol request.
193,4,3,SECURITY_ESCORT,4,2026-08-02T07:58:00Z,2026-08-02T08:22:00Z,PENDING,PATROL_OFFICER,Security escort request.
194,25,6,MEDICAL_EMERGENCY,5,2026-08-01T16:43:00Z,2026-08-01T16:51:00Z,PENDING,AMBULANCE,Medical emergency request.
195,30,25,ROAD_OBSTRUCTION,3,2026-08-01T23:28:00Z,2026-08-02T01:27:00Z,COMPLETED,PATROL_VEHICLE,Road obstruction request.
196,44,23,SUSPICIOUS_ACTIVITY,4,2026-08-06T16:06:00Z,2026-08-06T16:44:00Z,COMPLETED,PATROL_OFFICER,Suspicious activity request.
197,25,48,SUSPICIOUS_ACTIVITY,5,2026-08-01T13:17:00Z,2026-08-01T13:26:00Z,PENDING,PATROL_OFFICER,Suspicious activity request.
198,3,22,SECURITY_ESCORT,3,2026-08-06T05:29:00Z,2026-08-06T06:47:00Z,PENDING,PATROL_OFFICER,Security escort request.
199,25,22,SUSPICIOUS_ACTIVITY,3,2026-08-05T05:06:00Z,2026-08-05T06:51:00Z,IN_PROGRESS,PATROL_OFFICER,Suspicious activity request.
200,30,22,SECURITY_ESCORT,3,2026-08-02T03:59:00Z,2026-08-02T05:39:00Z,ASSIGNED,PATROL_OFFICER,Security escort request.
201,25,13,MEDICAL_EMERGENCY,5,2026-08-04T20:57:00Z,2026-08-04T21:08:00Z,COMPLETED,AMBULANCE,Medical emergency request.
202,3,18,SUSPICIOUS_ACTIVITY,4,2026-08-05T17:20:00Z,2026-08-05T17:42:00Z,ASSIGNED,PATROL_OFFICER,Suspicious activity request.
203,1,32,THEFT_REPORT,4,2026-08-02T09:28:00Z,2026-08-02T10:08:00Z,COMPLETED,INVESTIGATION_TEAM,Theft report request.
204,44,12,THEFT_REPORT,3,2026-08-03T02:01:00Z,2026-08-03T03:09:00Z,COMPLETED,INVESTIGATION_TEAM,Theft report request.
205,30,20,WELFARE_CHECK,3,2026-08-06T12:50:00Z,2026-08-06T13:36:00Z,PENDING,PATROL_OFFICER,Welfare check request.
206,25,15,ROAD_OBSTRUCTION,3,2026-08-05T11:54:00Z,2026-08-05T12:57:00Z,PENDING,PATROL_VEHICLE,Road obstruction request.
207,25,26,SECURITY_ESCORT,3,2026-08-04T22:46:00Z,2026-08-05T00:41:00Z,COMPLETED,PATROL_OFFICER,Security escort request.
208,1,49,EMERGENCY_TRANSPORT,4,2026-08-06T01:28:00Z,2026-08-06T02:11:00Z,ASSIGNED,RAPID_RESPONSE_TEAM,Emergency transport request.
209,25,19,ACCESS_CONTROL,1,2026-08-06T17:35:00Z,2026-08-07T02:41:00Z,COMPLETED,PATROL_OFFICER,Access control request.
210,30,14,SUSPICIOUS_ACTIVITY,3,2026-08-01T23:59:00Z,2026-08-02T01:42:00Z,COMPLETED,PATROL_OFFICER,Suspicious activity request.
211,44,25,THEFT_REPORT,2,2026-08-04T17:50:00Z,2026-08-04T22:34:00Z,PENDING,INVESTIGATION_TEAM,Theft report request.
212,30,31,SUSPICIOUS_ACTIVITY,3,2026-08-04T04:55:00Z,2026-08-04T06:07:00Z,ASSIGNED,PATROL_OFFICER,Suspicious activity request.
213,30,12,SUSPICIOUS_ACTIVITY,3,2026-08-01T20:47:00Z,2026-08-01T22:10:00Z,IN_PROGRESS,PATROL_OFFICER,Suspicious activity request.
214,45,30,CROWD_CONTROL,4,2026-08-04T22:04:00Z,2026-08-04T22:48:00Z,PENDING,CROWD_CONTROL_TEAM,Crowd control request.
215,1,39,MEDICAL_EMERGENCY,4,2026-08-07T05:37:00Z,2026-08-07T06:08:00Z,ASSIGNED,AMBULANCE,Medical emergency request.
216,44,31,SUSPICIOUS_ACTIVITY,3,2026-08-01T22:33:00Z,2026-08-01T23:30:00Z,PENDING,PATROL_OFFICER,Suspicious activity request.
217,4,12,WELFARE_CHECK,3,2026-08-06T04:50:00Z,2026-08-06T06:49:00Z,PENDING,PATROL_OFFICER,Welfare check request.
218,3,22,MEDICAL_EMERGENCY,4,2026-08-04T12:57:00Z,2026-08-04T13:21:00Z,PENDING,AMBULANCE,Medical emergency request.
219,30,19,MEDICAL_EMERGENCY,5,2026-08-04T04:43:00Z,2026-08-04T04:59:00Z,PENDING,AMBULANCE,Medical emergency request.
220,25,28,EMERGENCY_TRANSPORT,4,2026-08-05T02:28:00Z,2026-08-05T03:01:00Z,COMPLETED,RAPID_RESPONSE_TEAM,Emergency transport request.
221,3,24,MEDICAL_EMERGENCY,5,2026-08-04T04:04:00Z,2026-08-04T04:13:00Z,PENDING,AMBULANCE,Medical emergency request.
222,3,29,NIGHT_PATROL_REQUEST,3,2026-08-03T15:34:00Z,2026-08-03T17:27:00Z,IN_PROGRESS,MOTORCYCLE_PATROL,Night patrol request.
223,44,33,ROAD_OBSTRUCTION,4,2026-08-06T05:53:00Z,2026-08-06T06:37:00Z,COMPLETED,PATROL_VEHICLE,Road obstruction request.
224,25,12,SUSPICIOUS_ACTIVITY,4,2026-08-05T00:45:00Z,2026-08-05T01:28:00Z,PENDING,PATROL_OFFICER,Suspicious activity request.
225,3,18,ACCESS_CONTROL,2,2026-08-03T10:03:00Z,2026-08-03T15:24:00Z,COMPLETED,PATROL_OFFICER,Access control request.
226,4,24,SUSPICIOUS_ACTIVITY,3,2026-08-03T20:07:00Z,2026-08-03T21:18:00Z,ASSIGNED,PATROL_OFFICER,Suspicious activity request.
227,45,35,NIGHT_PATROL_REQUEST,2,2026-08-06T23:18:00Z,2026-08-07T01:59:00Z,PENDING,MOTORCYCLE_PATROL,Night patrol request.
228,4,13,CROWD_CONTROL,4,2026-08-05T06:28:00Z,2026-08-05T06:55:00Z,COMPLETED,CROWD_CONTROL_TEAM,Crowd control request.
229,25,31,SECURITY_ESCORT,3,2026-08-03T01:49:00Z,2026-08-03T03:04:00Z,COMPLETED,PATROL_OFFICER,Security escort request.
230,3,30,ACCESS_CONTROL,2,2026-08-06T19:12:00Z,2026-08-06T21:55:00Z,ASSIGNED,PATROL_OFFICER,Access control request.
231,4,47,WELFARE_CHECK,3,2026-08-03T17:22:00Z,2026-08-03T18:09:00Z,COMPLETED,PATROL_OFFICER,Welfare check request.
232,44,47,ACCESS_CONTROL,1,2026-08-06T11:35:00Z,2026-08-06T19:58:00Z,IN_PROGRESS,PATROL_OFFICER,Access control request.
233,30,18,SUSPICIOUS_ACTIVITY,3,2026-08-05T09:00:00Z,2026-08-05T10:58:00Z,PENDING,PATROL_OFFICER,Suspicious activity request.
234,4,50,THEFT_REPORT,3,2026-08-04T11:13:00Z,2026-08-04T12:39:00Z,ASSIGNED,INVESTIGATION_TEAM,Theft report request.
235,3,18,CROWD_CONTROL,4,2026-08-04T18:28:00Z,2026-08-04T19:09:00Z,COMPLETED,CROWD_CONTROL_TEAM,Crowd control request.
236,4,19,SUSPICIOUS_ACTIVITY,5,2026-08-02T18:31:00Z,2026-08-02T18:42:00Z,PENDING,PATROL_OFFICER,Suspicious activity request.
237,44,10,EMERGENCY_TRANSPORT,4,2026-08-05T10:20:00Z,2026-08-05T10:49:00Z,ASSIGNED,RAPID_RESPONSE_TEAM,Emergency transport request.
238,45,20,CROWD_CONTROL,4,2026-08-01T22:22:00Z,2026-08-01T22:49:00Z,CANCELLED,CROWD_CONTROL_TEAM,Crowd control request.
239,4,18,SUSPICIOUS_ACTIVITY,3,2026-08-04T06:12:00Z,2026-08-04T07:15:00Z,ASSIGNED,PATROL_OFFICER,Suspicious activity request.
240,30,49,WELFARE_CHECK,3,2026-08-01T06:08:00Z,2026-08-01T07:57:00Z,PENDING,PATROL_OFFICER,Welfare check request.
241,30,40,ROAD_OBSTRUCTION,4,2026-08-05T03:18:00Z,2026-08-05T03:50:00Z,COMPLETED,PATROL_VEHICLE,Road obstruction request.
242,4,21,MEDICAL_EMERGENCY,4,2026-08-02T18:12:00Z,2026-08-02T18:56:00Z,CANCELLED,AMBULANCE,Medical emergency request.
243,25,19,EMERGENCY_TRANSPORT,5,2026-08-05T21:20:00Z,2026-08-05T21:34:00Z,ASSIGNED,RAPID_RESPONSE_TEAM,Emergency transport request.
244,25,13,CCTV_FAULT,2,2026-08-06T06:33:00Z,2026-08-06T10:36:00Z,COMPLETED,CCTV_TECHNICIAN,CCTV fault request.
245,45,5,ACCESS_CONTROL,3,2026-08-04T20:32:00Z,2026-08-04T21:49:00Z,PENDING,PATROL_OFFICER,Access control request.
246,1,33,SUSPICIOUS_ACTIVITY,5,2026-08-03T03:14:00Z,2026-08-03T03:25:00Z,PENDING,PATROL_OFFICER,Suspicious activity request.
247,4,6,MEDICAL_EMERGENCY,4,2026-08-06T10:26:00Z,2026-08-06T11:05:00Z,COMPLETED,AMBULANCE,Medical emergency request.
248,25,30,EMERGENCY_TRANSPORT,4,2026-08-02T15:04:00Z,2026-08-02T15:31:00Z,PENDING,RAPID_RESPONSE_TEAM,Emergency transport request.
249,3,14,SUSPICIOUS_ACTIVITY,3,2026-08-02T19:05:00Z,2026-08-02T20:00:00Z,PENDING,PATROL_OFFICER,Suspicious activity request.
250,25,23,ROAD_OBSTRUCTION,3,2026-08-01T10:18:00Z,2026-08-01T11:31:00Z,IN_PROGRESS,PATROL_VEHICLE,Road obstruction request.
251,4,14,EMERGENCY_TRANSPORT,4,2026-08-06T20:15:00Z,2026-08-06T20:45:00Z,ASSIGNED,RAPID_RESPONSE_TEAM,Emergency transport request.
252,44,14,SUSPICIOUS_ACTIVITY,4,2026-08-03T23:55:00Z,2026-08-04T00:20:00Z,COMPLETED,PATROL_OFFICER,Suspicious activity request.
253,3,15,NIGHT_PATROL_REQUEST,2,2026-08-02T11:02:00Z,2026-08-02T15:39:00Z,ASSIGNED,MOTORCYCLE_PATROL,Night patrol request.
254,44,1,NIGHT_PATROL_REQUEST,3,2026-08-01T06:14:00Z,2026-08-01T07:29:00Z,ASSIGNED,MOTORCYCLE_PATROL,Night patrol request.
255,3,24,ROAD_OBSTRUCTION,2,2026-08-07T04:46:00Z,2026-08-07T09:23:00Z,IN_PROGRESS,PATROL_VEHICLE,Road obstruction request.
256,25,19,CCTV_FAULT,1,2026-08-03T22:25:00Z,2026-08-04T09:18:00Z,PENDING,CCTV_TECHNICIAN,CCTV fault request.
257,44,37,SECURITY_ESCORT,3,2026-08-03T14:33:00Z,2026-08-03T16:03:00Z,COMPLETED,PATROL_OFFICER,Security escort request.
258,4,7,ROAD_OBSTRUCTION,3,2026-08-06T03:16:00Z,2026-08-06T04:58:00Z,COMPLETED,PATROL_VEHICLE,Road obstruction request.
259,30,25,CROWD_CONTROL,4,2026-08-03T14:29:00Z,2026-08-03T14:54:00Z,COMPLETED,CROWD_CONTROL_TEAM,Crowd control request.
260,44,22,NIGHT_PATROL_REQUEST,2,2026-08-06T05:38:00Z,2026-08-06T08:42:00Z,COMPLETED,MOTORCYCLE_PATROL,Night patrol request.
261,25,22,FIRE_ALARM,5,2026-08-04T17:22:00Z,2026-08-04T17:36:00Z,PENDING,FIRE_RESPONSE_UNIT,Fire alarm request.
262,25,30,MEDICAL_EMERGENCY,5,2026-08-04T22:32:00Z,2026-08-04T22:49:00Z,CANCELLED,AMBULANCE,Medical emergency request.
263,25,19,CROWD_CONTROL,3,2026-08-05T05:30:00Z,2026-08-05T06:41:00Z,PENDING,CROWD_CONTROL_TEAM,Crowd control request.
264,44,10,NIGHT_PATROL_REQUEST,1,2026-08-05T00:15:00Z,2026-08-05T09:57:00Z,ASSIGNED,MOTORCYCLE_PATROL,Night patrol request.
265,30,38,MEDICAL_EMERGENCY,4,2026-08-05T17:41:00Z,2026-08-05T18:09:00Z,PENDING,AMBULANCE,Medical emergency request.
266,3,43,ACCESS_CONTROL,2,2026-08-04T02:43:00Z,2026-08-04T06:48:00Z,ASSIGNED,PATROL_OFFICER,Access control request.
267,45,19,CROWD_CONTROL,4,2026-08-07T05:35:00Z,2026-08-07T06:11:00Z,ASSIGNED,CROWD_CONTROL_TEAM,Crowd control request.
268,45,39,SUSPICIOUS_ACTIVITY,3,2026-08-05T21:11:00Z,2026-08-05T22:35:00Z,PENDING,PATROL_OFFICER,Suspicious activity request.
269,4,44,SECURITY_ESCORT,3,2026-08-06T14:04:00Z,2026-08-06T15:41:00Z,PENDING,PATROL_OFFICER,Security escort request.
270,3,38,SECURITY_ESCORT,4,2026-08-03T18:48:00Z,2026-08-03T19:18:00Z,CANCELLED,PATROL_OFFICER,Security escort request.
271,25,23,SUSPICIOUS_ACTIVITY,4,2026-08-02T01:21:00Z,2026-08-02T01:56:00Z,COMPLETED,PATROL_OFFICER,Suspicious activity request.
272,4,15,WELFARE_CHECK,2,2026-08-05T03:04:00Z,2026-08-05T08:53:00Z,ASSIGNED,PATROL_OFFICER,Welfare check request.
273,44,40,ACCESS_CONTROL,2,2026-08-06T18:03:00Z,2026-08-06T23:27:00Z,COMPLETED,PATROL_OFFICER,Access control request.
274,1,12,ROAD_OBSTRUCTION,3,2026-08-02T04:55:00Z,2026-08-02T06:39:00Z,COMPLETED,PATROL_VEHICLE,Road obstruction request.
275,30,44,FIRE_ALARM,5,2026-08-04T10:24:00Z,2026-08-04T10:39:00Z,PENDING,FIRE_RESPONSE_UNIT,Fire alarm request.
276,45,25,SECURITY_ESCORT,2,2026-08-06T11:30:00Z,2026-08-06T14:15:00Z,COMPLETED,PATROL_OFFICER,Security escort request.
277,3,21,ACCESS_CONTROL,2,2026-08-04T08:05:00Z,2026-08-04T11:15:00Z,ASSIGNED,PATROL_OFFICER,Access control request.
278,44,30,FIRE_ALARM,4,2026-08-07T04:22:00Z,2026-08-07T04:57:00Z,COMPLETED,FIRE_RESPONSE_UNIT,Fire alarm request.
279,25,34,CROWD_CONTROL,5,2026-08-01T15:52:00Z,2026-08-01T16:10:00Z,PENDING,CROWD_CONTROL_TEAM,Crowd control request.
280,44,13,NIGHT_PATROL_REQUEST,1,2026-08-07T05:51:00Z,2026-08-07T17:48:00Z,COMPLETED,MOTORCYCLE_PATROL,Night patrol request.
281,45,37,MEDICAL_EMERGENCY,5,2026-08-06T01:04:00Z,2026-08-06T01:13:00Z,ASSIGNED,AMBULANCE,Medical emergency request.
282,4,3,ROAD_OBSTRUCTION,3,2026-08-05T14:35:00Z,2026-08-05T16:33:00Z,PENDING,PATROL_VEHICLE,Road obstruction request.
283,45,14,THEFT_REPORT,3,2026-08-05T16:19:00Z,2026-08-05T17:55:00Z,IN_PROGRESS,INVESTIGATION_TEAM,Theft report request.
284,3,20,MEDICAL_EMERGENCY,5,2026-08-05T19:54:00Z,2026-08-05T20:08:00Z,PENDING,AMBULANCE,Medical emergency request.
285,1,30,FIRE_ALARM,5,2026-08-05T00:12:00Z,2026-08-05T00:21:00Z,COMPLETED,FIRE_RESPONSE_UNIT,Fire alarm request.
286,44,36,MEDICAL_EMERGENCY,4,2026-08-04T18:44:00Z,2026-08-04T19:22:00Z,PENDING,AMBULANCE,Medical emergency request.
287,30,45,THEFT_REPORT,3,2026-08-02T08:24:00Z,2026-08-02T09:33:00Z,ASSIGNED,INVESTIGATION_TEAM,Theft report request.
288,44,13,NIGHT_PATROL_REQUEST,1,2026-08-03T07:27:00Z,2026-08-03T14:29:00Z,COMPLETED,MOTORCYCLE_PATROL,Night patrol request.
289,4,11,ACCESS_CONTROL,1,2026-08-02T09:26:00Z,2026-08-02T18:27:00Z,PENDING,PATROL_OFFICER,Access control request.
290,1,32,SUSPICIOUS_ACTIVITY,4,2026-08-02T00:12:00Z,2026-08-02T00:46:00Z,COMPLETED,PATROL_OFFICER,Suspicious activity request.
291,45,43,ROAD_OBSTRUCTION,4,2026-08-02T03:06:00Z,2026-08-02T03:46:00Z,PENDING,PATROL_VEHICLE,Road obstruction request.
292,1,41,WELFARE_CHECK,3,2026-08-01T17:23:00Z,2026-08-01T18:47:00Z,COMPLETED,PATROL_OFFICER,Welfare check request.
293,4,45,SECURITY_ESCORT,4,2026-08-01T20:27:00Z,2026-08-01T20:53:00Z,COMPLETED,PATROL_OFFICER,Security escort request.
294,1,41,THEFT_REPORT,4,2026-08-01T22:15:00Z,2026-08-01T22:54:00Z,COMPLETED,INVESTIGATION_TEAM,Theft report request.
295,45,34,WELFARE_CHECK,3,2026-08-06T14:07:00Z,2026-08-06T15:27:00Z,COMPLETED,PATROL_OFFICER,Welfare check request.
296,30,25,NIGHT_PATROL_REQUEST,2,2026-08-04T19:25:00Z,2026-08-04T22:01:00Z,PENDING,MOTORCYCLE_PATROL,Night patrol request.
297,4,39,ACCESS_CONTROL,2,2026-08-05T13:12:00Z,2026-08-05T16:03:00Z,ASSIGNED,PATROL_OFFICER,Access control request.
298,45,11,NIGHT_PATROL_REQUEST,2,2026-08-01T10:42:00Z,2026-08-01T15:41:00Z,PENDING,MOTORCYCLE_PATROL,Night patrol request.
299,45,35,MEDICAL_EMERGENCY,4,2026-08-03T03:30:00Z,2026-08-03T04:01:00Z,PENDING,AMBULANCE,Medical emergency request.
300,30,11,CROWD_CONTROL,4,2026-08-03T09:08:00Z,2026-08-03T09:29:00Z,PENDING,CROWD_CONTROL_TEAM,Crowd control request.
